Node_1001,Node_1002,Node_1003,Node_1004,Node_1005,Node_1006,Node_1007,Node_1008
-0.003221,-0.009769,-0.018017,-0.027185,-0.036797,-0.046499,-0.056054,-0.065399
-0.003226,-0.009785,-0.018046,-0.027226,-0.036851,-0.046564,-0.056130,-0.065486
-0.003233,-0.009807,-0.018084,-0.027283,-0.036926,-0.046658,-0.056243,-0.065616
-0.003245,-0.009840,-0.018142,-0.027367,-0.037035,-0.046791,-0.056399,-0.065795
-0.003263,-0.009890,-0.018230,-0.027492,-0.037196,-0.046987,-0.056627,-0.066054
-0.003282,-0.009948,-0.018333,-0.027643,-0.037394,-0.047232,-0.056917,-0.066387
-0.003297,-0.009996,-0.018422,-0.027776,-0.037575,-0.047460,-0.057192,-0.066708
-0.003304,-0.010021,-0.018471,-0.027851,-0.037678,-0.047593,-0.057356,-0.066902
-0.003306,-0.010026,-0.018478,-0.027861,-0.037690,-0.047606,-0.057371,-0.066919
-0.003307,-0.010024,-0.018469,-0.027840,-0.037653,-0.047552,-0.057300,-0.066830
-0.003309,-0.010027,-0.018468,-0.027829,-0.037630,-0.047515,-0.057247,-0.066762
-0.003312,-0.010032,-0.018475,-0.027838,-0.037641,-0.047526,-0.057258,-0.066774
-0.003308,-0.010024,-0.018465,-0.027830,-0.037638,-0.047530,-0.057270,-0.066793
-0.003300,-0.010005,-0.018434,-0.027789,-0.037589,-0.047476,-0.057211,-0.066731
-0.003294,-0.009984,-0.018395,-0.027729,-0.037507,-0.047372,-0.057086,-0.066585
-0.003283,-0.009952,-0.018337,-0.027644,-0.037393,-0.047229,-0.056914,-0.066384
-0.003270,-0.009913,-0.018267,-0.027540,-0.037256,-0.047060,-0.056714,-0.066155
-0.003262,-0.009887,-0.018217,-0.027464,-0.037152,-0.046928,-0.056554,-0.065968
-0.003263,-0.009886,-0.018212,-0.027454,-0.037134,-0.046900,-0.056516,-0.065919
-0.003275,-0.009918,-0.018266,-0.027531,-0.037234,-0.047020,-0.056656,-0.066078
-0.003286,-0.009956,-0.018340,-0.027647,-0.037394,-0.047227,-0.056907,-0.066372
-0.003276,-0.009940,-0.018330,-0.027652,-0.037423,-0.047285,-0.056997,-0.066494
-0.003250,-0.009870,-0.018213,-0.027491,-0.037222,-0.047050,-0.056732,-0.066201
-0.003231,-0.009804,-0.018083,-0.027282,-0.036928,-0.046668,-0.056262,-0.065646
-0.003218,-0.009756,-0.017982,-0.027117,-0.036690,-0.046349,-0.055862,-0.065166
-0.003212,-0.009731,-0.017932,-0.027040,-0.036583,-0.046213,-0.055695,-0.064969
-0.003228,-0.009772,-0.018001,-0.027139,-0.036712,-0.046370,-0.055880,-0.065181
-0.003276,-0.009908,-0.018239,-0.027482,-0.037159,-0.046916,-0.056520,-0.065910
-0.003342,-0.010108,-0.018600,-0.028014,-0.037864,-0.047791,-0.057559,-0.067107
-0.003402,-0.010301,-0.018962,-0.028562,-0.038608,-0.048732,-0.058695,-0.068432
-0.003449,-0.010453,-0.019247,-0.028994,-0.039193,-0.049474,-0.059593,-0.069482
-0.003483,-0.010559,-0.019437,-0.029268,-0.039549,-0.049911,-0.060109,-0.070076
-0.003497,-0.010601,-0.019507,-0.029359,-0.039656,-0.050032,-0.060241,-0.070219
-0.003482,-0.010557,-0.019424,-0.029233,-0.039486,-0.049817,-0.059983,-0.069920
-0.003430,-0.010406,-0.019157,-0.028847,-0.038983,-0.049202,-0.059262,-0.069098
-0.003342,-0.010147,-0.018699,-0.028181,-0.038113,-0.048135,-0.058006,-0.067659
-0.003226,-0.009804,-0.018083,-0.027279,-0.036923,-0.046663,-0.056262,-0.065653
-0.003087,-0.009388,-0.017337,-0.026187,-0.035484,-0.044881,-0.054148,-0.063217
-0.002931,-0.008923,-0.016507,-0.024974,-0.033888,-0.042911,-0.051815,-0.060534
-0.002791,-0.008495,-0.015733,-0.023836,-0.032381,-0.041040,-0.049590,-0.057965
-0.002683,-0.008163,-0.015133,-0.022953,-0.031210,-0.039582,-0.047849,-0.055949
-0.002608,-0.007939,-0.014740,-0.022389,-0.030478,-0.038684,-0.046788,-0.054729
-0.002573,-0.007839,-0.014576,-0.022172,-0.030213,-0.038376,-0.046440,-0.054340
-0.002579,-0.007866,-0.014644,-0.022294,-0.030396,-0.038622,-0.046747,-0.054706
-0.002614,-0.007983,-0.014877,-0.022661,-0.030904,-0.039272,-0.047536,-0.055628
-0.002655,-0.008122,-0.015154,-0.023097,-0.031509,-0.040048,-0.048480,-0.056736
-0.002684,-0.008228,-0.015368,-0.023434,-0.031977,-0.040651,-0.049218,-0.057605
-0.002687,-0.008255,-0.015432,-0.023540,-0.032130,-0.040853,-0.049469,-0.057906
-0.002667,-0.008198,-0.015331,-0.023389,-0.031925,-0.040596,-0.049162,-0.057551
-0.002639,-0.008106,-0.015149,-0.023100,-0.031520,-0.040070,-0.048518,-0.056792
-0.002615,-0.008021,-0.014976,-0.022824,-0.031130,-0.039561,-0.047889,-0.056045
-0.002599,-0.007965,-0.014866,-0.022653,-0.030894,-0.039258,-0.047519,-0.055610
-0.002593,-0.007947,-0.014837,-0.022614,-0.030849,-0.039209,-0.047465,-0.055552
-0.002611,-0.007997,-0.014927,-0.022750,-0.031032,-0.039440,-0.047742,-0.055874
-0.002668,-0.008158,-0.015207,-0.023151,-0.031550,-0.040069,-0.048478,-0.056711
-0.002768,-0.008443,-0.015708,-0.023873,-0.032488,-0.041213,-0.049819,-0.058241
-0.002909,-0.008855,-0.016435,-0.024928,-0.033871,-0.042914,-0.051826,-0.060543
-0.003091,-0.009391,-0.017386,-0.026312,-0.035685,-0.045149,-0.054468,-0.063577
-0.003310,-0.010040,-0.018538,-0.027983,-0.037875,-0.047845,-0.057652,-0.067234
-0.003561,-0.010783,-0.019853,-0.029886,-0.040361,-0.050901,-0.061259,-0.071374
-0.003806,-0.011521,-0.021168,-0.031799,-0.042873,-0.054000,-0.064930,-0.075597
-0.003979,-0.012065,-0.022160,-0.033269,-0.044833,-0.056452,-0.067865,-0.079003
-0.004045,-0.012282,-0.022562,-0.033875,-0.045661,-0.057514,-0.069164,-0.080537
-0.003974,-0.012081,-0.022203,-0.033351,-0.044979,-0.056685,-0.068202,-0.079450
-0.003738,-0.011390,-0.020967,-0.031540,-0.042591,-0.053734,-0.064710,-0.075441
-0.003336,-0.010205,-0.018853,-0.028449,-0.038521,-0.048709,-0.058763,-0.068607
-0.002838,-0.008708,-0.016151,-0.024470,-0.033253,-0.042173,-0.050997,-0.059653
-0.002357,-0.007217,-0.013414,-0.020388,-0.027792,-0.035336,-0.042813,-0.050160
-0.001936,-0.005910,-0.011016,-0.016820,-0.023022,-0.029360,-0.035650,-0.041835
-0.001580,-0.004829,-0.009083,-0.014007,-0.019328,-0.024798,-0.030235,-0.035585
-0.001316,-0.004049,-0.007731,-0.012094,-0.016874,-0.021821,-0.026751,-0.031604
-0.001165,-0.003622,-0.007032,-0.011149,-0.015704,-0.020439,-0.025164,-0.029816
-0.001125,-0.003535,-0.006948,-0.011109,-0.015727,-0.020532,-0.025326,-0.030043
-0.001177,-0.003732,-0.007377,-0.011817,-0.016733,-0.021840,-0.026931,-0.031932
-0.001298,-0.004134,-0.008165,-0.013041,-0.018410,-0.023969,-0.029500,-0.034924
-0.001442,-0.004608,-0.009080,-0.014443,-0.020315,-0.026374,-0.032393,-0.038290
-0.001599,-0.005103,-0.010001,-0.015820,-0.022155,-0.028674,-0.035141,-0.041473
-0.001805,-0.005707,-0.011061,-0.017335,-0.024109,-0.031048,-0.037917,-0.044638
-0.002068,-0.006464,-0.012375,-0.019200,-0.026498,-0.033930,-0.041265,-0.048433
-0.002388,-0.007395,-0.014006,-0.021542,-0.029534,-0.037634,-0.045608,-0.053393
-0.002785,-0.008561,-0.016058,-0.024502,-0.033393,-0.042367,-0.051185,-0.059784
-0.003279,-0.010012,-0.018611,-0.028181,-0.038184,-0.048239,-0.058101,-0.067711
-0.003874,-0.011760,-0.021680,-0.032599,-0.043934,-0.055283,-0.066396,-0.077218
-0.004554,-0.013729,-0.025116,-0.037552,-0.050399,-0.063231,-0.075785,-0.088006
-0.005262,-0.015750,-0.028607,-0.042579,-0.056980,-0.071353,-0.085419,-0.099119
-0.005914,-0.017618,-0.031829,-0.047205,-0.063024,-0.078810,-0.094267,-0.109335
-0.006445,-0.019147,-0.034468,-0.050982,-0.067947,-0.084870,-0.101446,-0.117615
-0.006796,-0.020161,-0.036215,-0.053481,-0.071202,-0.088877,-0.106198,-0.123099
-0.006945,-0.020586,-0.036940,-0.054506,-0.072524,-0.090495,-0.108109,-0.125302
-0.006940,-0.020542,-0.036805,-0.054244,-0.072118,-0.089939,-0.107408,-0.124462
-0.006800,-0.020100,-0.035952,-0.052923,-0.070304,-0.087631,-0.104618,-0.121211
-0.006514,-0.019244,-0.034389,-0.050597,-0.067211,-0.083788,-0.100055,-0.115960
-0.006113,-0.018047,-0.032227,-0.047416,-0.063012,-0.078603,-0.093924,-0.108921
-0.005619,-0.016575,-0.029590,-0.043559,-0.057935,-0.072333,-0.086503,-0.100391
-0.005039,-0.014851,-0.026529,-0.039116,-0.052119,-0.065175,-0.078047,-0.090678
-0.004371,-0.012896,-0.023098,-0.034172,-0.045674,-0.057263,-0.068709,-0.079952
-0.003634,-0.010762,-0.019382,-0.028830,-0.038714,-0.048715,-0.058613,-0.068343
-0.002873,-0.008548,-0.015503,-0.023228,-0.031389,-0.039697,-0.047941,-0.056056
-0.002116,-0.006321,-0.011567,-0.017510,-0.023881,-0.030422,-0.036936,-0.043357
-0.001358,-0.004082,-0.007604,-0.011752,-0.016319,-0.021077,-0.025844,-0.030551
-0.000588,-0.001816,-0.003616,-0.005989,-0.008783,-0.011794,-0.014852,-0.017888
0.000132,0.000318,0.000138,-0.000565,-0.001688,-0.003049,-0.004486,-0.005932
0.000695,0.002014,0.003137,0.003787,0.004040,0.004062,0.003998,0.003911
0.001050,0.003089,0.005009,0.006469,0.007553,0.008429,0.009231,0.010014
0.001163,0.003426,0.005520,0.007103,0.008302,0.009305,0.010252,0.011193
0.000982,0.002880,0.004413,0.005315,0.005794,0.006079,0.006332,0.006604
0.000466,0.001325,0.001461,0.000778,-0.000386,-0.001730,-0.003051,-0.004282
-0.000380,-0.001252,-0.003342,-0.006477,-0.010144,-0.013950,-0.017642,-0.021143
-0.001494,-0.004670,-0.009629,-0.015837,-0.022612,-0.029473,-0.036125,-0.042484
-0.002799,-0.008684,-0.016923,-0.026565,-0.036785,-0.047035,-0.056980,-0.066534
-0.004170,-0.012932,-0.024614,-0.037824,-0.051613,-0.065376,-0.078755,-0.091665
-0.005521,-0.017008,-0.031883,-0.048438,-0.065623,-0.082779,-0.099514,-0.115735
-0.006761,-0.020598,-0.038127,-0.057489,-0.077574,-0.097681,-0.117376,-0.136543
-0.007751,-0.023446,-0.043019,-0.064521,-0.086826,-0.109205,-0.131193,-0.152652
-0.008452,-0.025433,-0.046346,-0.069213,-0.092924,-0.116744,-0.140190,-0.163113
-0.008828,-0.026438,-0.047901,-0.071262,-0.095457,-0.119769,-0.143716,-0.167148
-0.008804,-0.026274,-0.047420,-0.070358,-0.094084,-0.117913,-0.141385,-0.164358
-0.008318,-0.024814,-0.044737,-0.066339,-0.088698,-0.111177,-0.133345,-0.155066
-0.007417,-0.022160,-0.040017,-0.059465,-0.079684,-0.100088,-0.120267,-0.140085
-0.006411,-0.019088,-0.034462,-0.051291,-0.068871,-0.086676,-0.104330,-0.121701
-0.005729,-0.016838,-0.030186,-0.044745,-0.059912,-0.075240,-0.090421,-0.105363
-0.005428,-0.015781,-0.028112,-0.041489,-0.055341,-0.069261,-0.082992,-0.096481
-0.005322,-0.015500,-0.027705,-0.041028,-0.054874,-0.068805,-0.082539,-0.096015
-0.005412,-0.015891,-0.028631,-0.042684,-0.057393,-0.072264,-0.086960,-0.101376
