Nodo_1001,Nodo_1002,Nodo_1003,Nodo_1004,Nodo_1005,Nodo_1006,Nodo_1007,Nodo_1008
1.83262e-05,4.85091e-05,8.10231e-05,0.000111266,0.000136197,0.000154299,0.000165369,0.000170419
1.74272e-05,4.5984e-05,7.66033e-05,0.000104913,0.000128014,0.000144448,0.000154015,0.000157688
1.64083e-05,4.29189e-05,7.08783e-05,9.61748e-05,0.000116137,0.000129479,0.000136107,0.000137026
1.44538e-05,3.74921e-05,6.13511e-05,8.22904e-05,9.78901e-05,0.000107012,0.000109636,0.000106777
1.13349e-05,2.87232e-05,4.58991e-05,5.98436e-05,6.86132e-05,7.13068e-05,6.79631e-05,5.95277e-05
8.355e-06,1.97295e-05,2.91269e-05,3.4342e-05,3.40988e-05,2.79669e-05,1.62527e-05,-3.6896e-08
7.13553e-06,1.52393e-05,1.9569e-05,1.83505e-05,1.08187e-05,-2.94503e-06,-2.22008e-05,-4.56856e-05
8.28883e-06,1.78027e-05,2.30001e-05,2.18934e-05,1.37193e-05,-1.26992e-06,-2.20801e-05,-4.72144e-05
1.07998e-05,2.52939e-05,3.68297e-05,4.27246e-05,4.16568e-05,3.3496e-05,1.9031e-05,-2.70548e-07
1.27958e-05,3.22313e-05,5.11085e-05,6.60852e-05,7.51092e-05,7.73526e-05,7.3038e-05,6.33199e-05
1.31215e-05,3.42889e-05,5.65543e-05,7.63906e-05,9.13699e-05,0.00010018,0.000102561,9.93256e-05
1.24092e-05,3.2239e-05,5.29395e-05,7.12348e-05,8.4871e-05,9.26182e-05,9.42147e-05,9.04161e-05
1.23679e-05,3.10053e-05,4.90591e-05,6.34569e-05,7.23254e-05,7.48988e-05,7.13498e-05,6.27167e-05
1.26294e-05,3.12049e-05,4.84599e-05,6.12245e-05,6.77105e-05,6.73842e-05,6.07194e-05,4.90114e-05
1.26831e-05,3.15723e-05,4.94557e-05,6.31151e-05,7.06581e-05,7.14265e-05,6.5787e-05,5.49761e-05
1.3846e-05,3.48724e-05,5.54076e-05,7.20558e-05,8.27768e-05,8.67753e-05,8.4288e-05,7.64615e-05
1.54537e-05,3.97346e-05,6.44418e-05,8.56939e-05,0.000101078,0.000109566,0.000111287,0.000107394
1.55599e-05,4.08163e-05,6.75289e-05,9.16392e-05,0.000110452,0.000122625,0.00012802,0.000127625
1.35877e-05,3.57741e-05,5.94496e-05,8.09774e-05,9.78387e-05,0.000108651,0.000113101,0.000111969
9.49179e-06,2.41793e-05,3.88639e-05,5.08511e-05,5.82868e-05,6.01719e-05,5.63453e-05,4.75489e-05
6.62808e-06,1.44033e-05,1.91037e-05,1.90719e-05,1.34711e-05,2.16973e-06,-1.43668e-05,-3.51079e-05
1.06749e-05,2.2856e-05,2.9575e-05,2.87674e-05,1.9924e-05,3.72021e-06,-1.84309e-05,-4.47523e-05
1.90999e-05,4.67312e-05,7.16399e-05,8.94713e-05,9.82165e-05,9.78751e-05,8.98354e-05,7.62724e-05
2.50116e-05,6.71667e-05,0.000113518,0.000157699,0.000195507,0.000224899,0.000245675,0.000259189
2.78802e-05,7.80925e-05,0.000137526,0.000199103,0.000257456,0.000309095,0.000352363,0.000387574
2.705e-05,7.6637e-05,0.000136259,0.000198915,0.000259183,0.000313408,0.000359713,0.000398205
1.87625e-05,5.34969e-05,9.55175e-05,0.000139502,0.000181195,0.000217655,0.000247371,0.000270501
2.95244e-06,8.02649e-06,1.37548e-05,1.85851e-05,2.10226e-05,1.98187e-05,1.42418e-05,4.429e-06
-1.41878e-05,-4.37283e-05,-8.29099e-05,-0.000128732,-0.00017891,-0.000231947,-0.000286905,-0.000343139
-2.4845e-05,-7.88957e-05,-0.000152935,-0.00024083,-0.000337118,-0.000437438,-0.000538623,-0.00063885
-2.7307e-05,-8.86673e-05,-0.000174744,-0.000278769,-0.000394267,-0.000515603,-0.000638318,-0.000759652
-2.2854e-05,-7.55737e-05,-0.00015077,-0.00024285,-0.000346344,-0.000456347,-0.00056882,-0.000681083
-1.20785e-05,-4.3067e-05,-8.99559e-05,-0.000149787,-0.000219365,-0.000295608,-0.000375772,-0.000457761
3.87565e-06,4.01488e-06,-3.38075e-06,-1.91833e-05,-4.32625e-05,-7.47194e-05,-0.000112139,-0.000153839
