Nodo_1001,Nodo_1002,Nodo_1003,Nodo_1004,Nodo_1005,Nodo_1006,Nodo_1007,Nodo_1008
9.89923e-05,0.000284127,0.000503159,0.000732967,0.00095945,0.00117438,0.00137433,0.00156006
9.78137e-05,0.000280946,0.00049785,0.000725664,0.000950413,0.00116388,0.00136258,0.00154719
9.64186e-05,0.000276826,0.000490354,0.000714452,0.000935391,0.00114513,0.00134029,0.00152157
9.31943e-05,0.00026802,0.000475281,0.000692961,0.000907617,0.00111134,0.0013008,0.00147666
8.74671e-05,0.000252062,0.000447681,0.000653512,0.00085679,0.0010499,0.0012295,0.0013961
8.12788e-05,0.00023373,0.000414438,0.000604052,0.00079084,0.000967886,0.00113222,0.00128441
7.74861e-05,0.000221288,0.000390227,0.000565901,0.000737432,0.000898755,0.00104762,0.00118498
7.75628e-05,0.000220226,0.000386572,0.000558182,0.000724354,0.000879439,0.00102169,0.00115249
8.03411e-05,0.000228489,0.000401732,0.000580862,0.000754557,0.000916768,0.00106557,0.00120234
8.29754e-05,0.000237867,0.000421086,0.000612581,0.000800118,0.000976717,0.00113966,0.00128987
8.35698e-05,0.000241348,0.000429876,0.000628834,0.000825513,0.00101224,0.00118556,0.00134588
8.30572e-05,0.000239858,0.0004272,0.000625024,0.000820841,0.00100707,0.00118025,0.00134065
8.40892e-05,0.000241003,0.000426539,0.000620707,0.000811434,0.000991768,0.00115888,0.00131352
8.57593e-05,0.000244987,0.000432233,0.000627061,0.000817296,0.000996199,0.00116134,0.00131388
8.69472e-05,0.000248915,0.000440015,0.000639498,0.000834837,0.00101894,0.00118909,0.0013463
8.98604e-05,0.00025733,0.000455182,0.000662188,0.000865487,0.00105768,0.00123577,0.00140059
9.34628e-05,0.000268088,0.000474757,0.000691295,0.000904193,0.00110565,0.00129252,0.00146564
9.43327e-05,0.000271831,0.00048311,0.000705609,0.000925353,0.00113404,0.00132808,0.00150809
9.11993e-05,0.00026387,0.000470456,0.000689068,0.000905998,0.00111286,0.00130576,0.00148493
8.36926e-05,0.000242681,0.000433253,0.00063514,0.000835666,0.00102701,0.00120544,0.00137111
7.74342e-05,0.000222183,0.0003934,0.000572728,0.000749131,0.000916167,0.00107111,0.00121453
8.26774e-05,0.000231794,0.000402837,0.000577083,0.000744178,0.000899144,0.00104093,0.00117139
9.61697e-05,0.000269631,0.000468412,0.000670321,0.000862929,0.00104048,0.00120215,0.00135062
