Nodo_1001,Nodo_1002,Nodo_1003,Nodo_1004,Nodo_1005,Nodo_1006,Nodo_1007,Nodo_1008
6.4889e-05,0.000185406,0.00032842,0.000477857,0.000623567,0.00075959,0.000883513,0.000996105
6.38305e-05,0.000182515,0.00032352,0.000471029,0.000615026,0.000749579,0.000872233,0.000983679
6.25186e-05,0.000178597,0.000316302,0.000460139,0.000600349,0.00073119,0.000850318,0.000958457
5.96238e-05,0.000170603,0.000302448,0.000440194,0.000574381,0.000699429,0.000813064,0.000916001
5.46728e-05,0.000156696,0.000278161,0.000405219,0.000529063,0.000644412,0.000749037,0.000843525
4.95861e-05,0.000141434,0.000250079,0.000363012,0.000472396,0.000573623,0.000664833,0.000746684
4.69162e-05,0.000132212,0.000231389,0.000332778,0.000429351,0.000517298,0.000595421,0.00066476
4.77527e-05,0.000133379,0.000231647,0.000330788,0.000423908,0.000507551,0.000580972,0.000645586
5.07815e-05,0.000142405,0.000248223,0.000355607,0.000457008,0.000548537,0.000629236,0.000700517
5.34083e-05,0.000151715,0.000267458,0.000387107,0.000502176,0.000607855,0.000702416,0.000786832
5.39971e-05,0.000155095,0.000276028,0.000402953,0.000526876,0.000642306,0.00074682,0.000840894
5.34208e-05,0.000153464,0.0002732,0.000399036,0.000522163,0.000637164,0.000741586,0.000835809
5.40501e-05,0.000153652,0.00027113,0.000393026,0.000510955,0.000620087,0.000718557,0.000807152
5.51251e-05,0.000155989,0.000274009,0.000395422,0.000511822,0.000618619,0.000714333,0.000800118
5.57317e-05,0.000158144,0.000278502,0.000402851,0.000522532,0.000632688,0.000731625,0.00082038
5.7838e-05,0.000164213,0.000289488,0.000419358,0.000544909,0.000661047,0.000765852,0.000860208
6.05266e-05,0.000172328,0.00030442,0.000441716,0.00057476,0.000698122,0.000809736,0.000910501
6.08678e-05,0.00017445,0.000309803,0.000451551,0.000589849,0.000718828,0.000836044,0.000942172
5.78855e-05,0.000166791,0.000297498,0.000435274,0.000570541,0.000697375,0.000813067,0.000917978
5.13927e-05,0.00014838,0.00026498,0.000387933,0.000508612,0.000621625,0.000724456,0.000817389
4.64221e-05,0.000131729,0.000232003,0.000335682,0.000435628,0.000527715,0.000610336,0.000684186
5.17327e-05,0.000142129,0.000243572,0.000344087,0.000437112,0.000519797,0.000592009,0.000655581
6.39252e-05,0.000176568,0.00030376,0.000430235,0.000547434,0.000651691,0.000742984,0.000823818
7.31471e-05,0.000208082,0.0003673,0.000532597,0.000692442,0.000840347,0.00097407,0.00109496
7.87903e-05,0.000228151,0.00040907,0.000602142,0.000794257,0.000976892,0.00114571,0.00130055
7.94941e-05,0.000231545,0.000416802,0.000615566,0.000814484,0.00100471,0.00118154,0.00134452
6.87283e-05,0.000201808,0.000365084,0.000540891,0.000717178,0.00088584,0.00104253,0.00118682
4.52885e-05,0.000134789,0.000246056,0.0003668,0.000488492,0.000605067,0.000712985,0.000811589
1.80063e-05,5.2931e-05,9.52727e-05,0.000139754,0.000182994,0.000222584,0.00025713,0.000286525
-1.1404e-06,-8.91465e-06,-2.49614e-05,-4.92603e-05,-8.05015e-05,-0.000116897,-0.000156599,-0.000198034
-8.91374e-06,-3.56868e-05,-7.94353e-05,-0.000138259,-0.000208849,-0.000287157,-0.000369177,-0.000451843
-6.49671e-06,-2.88516e-05,-6.71721e-05,-0.000120277,-0.000185561,-0.000259467,-0.000338209,-0.000418664
6.12957e-06,9.45503e-06,4.56132e-06,-1.05331e-05,-3.58319e-05,-6.98901e-05,-0.000110443,-0.000155082
2.88598e-05,7.62775e-05,0.000126372,0.000171895,0.000208923,0.000236134,0.000254148,0.000264881
6.01451e-05,0.000166807,0.000289033,0.000412492,0.000528408,0.000632374,0.000723444,0.000803359
9.66401e-05,0.000272909,0.000479864,0.000694806,0.00090333,0.00109742,0.0012743,0.00143551
0.000133864,0.00038211,0.000677124,0.000987872,0.00129422,0.00158422,0.00185281,0.00210101
0.000170774,0.00048895,0.000867994,0.00126936,0.00166789,0.00204828,0.00240349,0.00273406
0.000203754,0.00058417,0.00103719,0.00151755,0.00199577,0.00245385,0.00288334,0.00328461
0.000221315,0.000638103,0.00113705,0.0016689,0.00220109,0.00271319,0.0031951,0.00364654
0.00022113,0.000639666,0.00114245,0.00168089,0.00222253,0.00274634,0.0032412,0.00370594
0.000207621,0.000599588,0.0010688,0.00157027,0.00207436,0.00256198,0.0030231,0.00345669
0.000183242,0.000527128,0.000935955,0.00137027,0.00180468,0.00222329,0.00261827,0.00298941
0.000152683,0.00043688,0.000771908,0.00112512,0.00147611,0.00181251,0.00212868,0.00242512
0.000125653,0.000355864,0.000623484,0.000901957,0.0011754,0.00143482,0.00167681,0.00190268
0.000112771,0.000314477,0.000544213,0.00077842,0.00100382,0.00121389,0.00140726,0.00158637
0.0001187,0.000328606,0.000565755,0.000805168,0.00103292,0.00124272,0.00143398,0.00161
0.000144389,0.000401741,0.000695519,0.000995085,0.00128257,0.0015493,0.00179361,0.00201892
0.00018278,0.000515169,0.000901933,0.0013036,0.00169577,0.0020651,0.00240709,0.00272438
0.000219826,0.000628156,0.00111218,0.00162375,0.00213146,0.00261642,0.00307015,0.00349356
0.000245157,0.000706727,0.00125984,0.00185079,0.00244353,0.00301512,0.00355385,0.00405887
0.000254102,0.00073459,0.00131166,0.00193005,0.00255261,0.00315528,0.00372528,0.0042611
