Nodo_1001,Nodo_1002,Nodo_1003,Nodo_1004,Nodo_1005,Nodo_1006,Nodo_1007,Nodo_1008
0.000147625,0.000422769,0.000744993,0.00108273,0.00141707,0.00173716,0.00203848,0.00232197
0.000146045,0.000418509,0.000737894,0.00107293,0.00140486,0.00172284,0.00202229,0.00230406
0.000144366,0.000413634,0.00072916,0.00105999,0.00138761,0.00170136,0.00199678,0.00227473
0.000140705,0.000403737,0.000712407,0.00103629,0.00135714,0.00166442,0.00195366,0.00222573
0.000134166,0.000385681,0.00068148,0.000992388,0.00130085,0.00159659,0.00187511,0.00213706
0.000126923,0.000364476,0.000643447,0.000936228,0.00122635,0.00150422,0.00176573,0.00201157
0.000122163,0.000349253,0.000614388,0.000891019,0.00116361,0.00142347,0.00166724,0.00189605
0.000121602,0.000346294,0.00060734,0.00087826,0.00114376,0.00139561,0.00163101,0.00185154
0.000124065,0.000353691,0.000621042,0.000898882,0.00117132,0.00142974,0.00167116,0.00189716
0.000126516,0.000362713,0.000640018,0.00093035,0.00121689,0.00149006,0.00174606,0.00198597
0.000126884,0.000365739,0.000648289,0.000946182,0.0012421,0.00152576,0.00179257,0.00204304
0.000126252,0.000363923,0.000645051,0.000941541,0.00123631,0.00151919,0.00178559,0.00203591
0.000127633,0.000365814,0.000645324,0.000938113,0.00122753,0.0015041,0.00176395,0.00200799
0.000129912,0.000371373,0.000653523,0.000947796,0.00123741,0.00151308,0.00177138,0.00201369
0.000131691,0.000377027,0.000664412,0.000964883,0.00126123,0.00154375,0.00180868,0.00205723
0.000135454,0.000387877,0.000683891,0.000993933,0.00130037,0.00159315,0.00186817,0.0021264
0.000140117,0.000401675,0.000708776,0.00103073,0.00134914,0.00165352,0.00193957,0.00220827
0.000141765,0.000407743,0.000721289,0.00105119,0.00137852,0.00169222,0.0019875,0.00226508
0.000138775,0.000400343,0.00070979,0.00103654,0.00136191,0.00167472,0.0019698,0.00224749
0.000130539,0.000377238,0.000669445,0.000978271,0.0012861,0.00158228,0.00186185,0.00212499
0.000123273,0.000353685,0.000624039,0.000907549,0.00118836,0.00145729,0.00171044,0.00194848
0.000128671,0.000363017,0.000632026,0.000908683,0.00117797,0.00143232,0.00166971,0.00189224
0.000143429,0.000404039,0.000702553,0.00100841,0.00130445,0.00158239,0.00184051,0.00208182
0.000155236,0.00044368,0.00078119,0.00113388,0.00148128,0.00181195,0.00212159,0.00241187
0.000163263,0.000471457,0.000837603,0.00122619,0.00161495,0.00199012,0.0023449,0.00267908
0.000166049,0.000481208,0.000856776,0.00125645,0.00165752,0.00204581,0.00241408,0.00276174
0.000154712,0.000450257,0.000803289,0.0011795,0.00155742,0.00192355,0.00227097,0.0025991
0.000125863,0.000368472,0.000659495,0.000970735,0.00128454,0.00158943,0.0018792,0.00215296
8.85394e-05,0.000258536,0.000461125,0.000676347,0.000892257,0.00110122,0.00129925,0.00148594
5.7697e-05,0.000163075,0.000282919,0.000404149,0.000520223,0.000628162,0.000727525,0.000819649
3.9294e-05,0.000105348,0.000174296,0.000236698,0.000288778,0.000330413,0.000363704,0.000391606
3.3838e-05,8.91632e-05,0.000145752,0.000195064,0.00023345,0.000260868,0.000279543,0.000292564
4.28316e-05,0.000116595,0.000197506,0.000274769,0.000342803,0.000399949,0.000447213,0.00048707
6.73962e-05,0.00018833,0.0003269,0.000466694,0.00059836,0.000717746,0.000824489,0.00092079
0.0001079,0.000304451,0.000532464,0.000766991,0.00099345,0.00120459,0.00139867,0.00157801
0.000161371,0.000457919,0.000803929,0.00116356,0.00151544,0.00184824,0.00215833,0.00244805
0.000220554,0.000629806,0.00111049,0.00161467,0.00211321,0.00258981,0.00303793,0.00345934
0.000282799,0.000809965,0.00143052,0.00208419,0.00273443,0.00336013,0.0039519,0.00451082
0.000342911,0.000984027,0.0017386,0.00253418,0.00332722,0.00409241,0.00481807,0.00550513
0.000384449,0.00110827,0.00196285,0.00286694,0.00377149,0.00464722,0.00547986,0.00626955
0.000401658,0.00116051,0.00205735,0.00300856,0.00396381,0.0048922,0.00577768,0.00661913
0.0003978,0.00114738,0.00202927,0.00296236,0.00389874,0.00480914,0.00567841,0.00650553
0.000374043,0.00107499,0.00189383,0.00275594,0.00361813,0.00445458,0.0052526,0.00601217
0.000335002,0.000958357,0.00168073,0.00243721,0.00319094,0.00392041,0.0046156,0.00527726
0.000293122,0.000832397,0.00145066,0.00209318,0.00272964,0.00334302,0.00392624,0.00448095
0.000263633,0.000740928,0.00128066,0.00183519,0.00237888,0.00289857,0.00339013,0.00385665
0.000255467,0.000712785,0.00122583,0.00174867,0.00225669,0.0027382,0.00319079,0.00361887
0.000273352,0.000762602,0.00131352,0.00187598,0.00242243,0.00293968,0.00342494,0.00388302
0.000311531,0.000876202,0.00152103,0.00218643,0.00283827,0.00345895,0.00404299,0.00459459
0.000354555,0.0010088,0.00176848,0.00256312,0.00335069,0.00410742,0.00482341,0.00550094
0.000390296,0.00111983,0.00197598,0.00287977,0.00378326,0.00465773,0.00548924,0.00627796
0.000412027,0.0011859,0.00209635,0.00305973,0.00402563,0.00496333,0.00585725,0.00670668
0.000417002,0.00119899,0.0021158,0.00308355,0.00405262,0.00499315,0.0058902,0.00674342
0.000399645,0.00114819,0.00202275,0.00294364,0.0038644,0.00475732,0.00560885,0.0064191
0.000355185,0.00102177,0.00180007,0.00262003,0.00344094,0.00423806,0.00499899,0.00572342
0.00028735,0.000827324,0.00145674,0.00212024,0.00278579,0.00343348,0.00405287,0.00464308
0.000201611,0.000579971,0.00101816,0.00147865,0.0019402,0.00238941,0.00281924,0.00322902
0.000101992,0.00029322,0.000511124,0.000737492,0.000962832,0.00118118,0.00138961,0.00158811
-4.21965e-06,-1.25713e-05,-2.88941e-05,-5.1016e-05,-7.61247e-05,-0.000102373,-0.00012857,-0.000154211
-0.000105048,-0.000306808,-0.000554703,-0.000824266,-0.00109923,-0.00136951,-0.00162979,-0.00187905
-0.000177226,-0.000527816,-0.000964203,-0.00144255,-0.00193393,-0.00241947,-0.00288812,-0.0033367
-0.000195064,-0.000597101,-0.00111046,-0.00168458,-0.00228484,-0.00288608,-0.00347121,-0.00403297
-0.000148623,-0.000473035,-0.000901248,-0.00139323,-0.00192034,-0.00245894,-0.00299053,-0.00350499
-3.42049e-05,-0.000142293,-0.000309485,-0.000523457,-0.000773234,-0.00104551,-0.00132656,-0.00160609
0.000146748,0.000386303,0.000640481,0.000879614,0.00108786,0.00126167,0.00140582,0.00152912
0.000380568,0.00106862,0.00186401,0.00268616,0.00348667,0.00424105,0.00494241,0.00559729
0.000623972,0.00178759,0.0031612,0.00461042,0.00605252,0.00744007,0.00875205,0.00999133
0.000817312,0.00237092,0.00422506,0.0062021,0.00819185,0.0101264,0.01197,0.0137199
0.000934775,0.0027219,0.00485654,0.00713909,0.00944736,0.0117036,0.0138641,0.0159215
0.000973451,0.00282661,0.00502359,0.00736236,0.00972326,0.0120312,0.0142441,0.0163559
0.000932477,0.00269391,0.00476018,0.00694414,0.00913883,0.0112791,0.0133303,0.0152896
0.000826927,0.00237421,0.0041679,0.00604941,0.00793136,0.0097621,0.0115157,0.0131922
0.000686119,0.00195437,0.00340386,0.00491035,0.00640824,0.00786039,0.00924989,0.0105791
0.000541703,0.00152607,0.00263035,0.00376326,0.00487915,0.00595421,0.00697998,0.0079612
