Nodo_1001,Nodo_1002,Nodo_1003,Nodo_1004,Nodo_1005,Nodo_1006,Nodo_1007,Nodo_1008
-0.000179356,-0.000863042,-0.00222889,-0.00401404,-0.00601249,-0.00804287,-0.00999996,-0.0118664
-0.000185174,-0.000879932,-0.00225872,-0.00405718,-0.00606861,-0.00811136,-0.0100802,-0.0119578
-0.000192189,-0.00090099,-0.00229683,-0.00411355,-0.00614352,-0.00820456,-0.0101911,-0.0120858
-0.000203332,-0.000932779,-0.00235221,-0.00419313,-0.006247,-0.00833128,-0.0103403,-0.0122567
-0.000220031,-0.000980304,-0.00243453,-0.0043105,-0.00639822,-0.00851466,-0.0105542,-0.0124999
-0.000238199,-0.0010342,-0.00253068,-0.00445094,-0.00658297,-0.00874266,-0.0108238,-0.0128095
-0.000251904,-0.00107769,-0.00261164,-0.00457321,-0.00674859,-0.00895225,-0.0110767,-0.0131046
-0.000258133,-0.00109939,-0.00265369,-0.00463837,-0.00683897,-0.00906913,-0.0112204,-0.0132746
-0.000258965,-0.00110184,-0.00265684,-0.00464113,-0.00684097,-0.00907051,-0.0112216,-0.0132759
-0.000259129,-0.00109828,-0.00264411,-0.00461479,-0.00679792,-0.00900908,-0.0111415,-0.0131777
-0.000261316,-0.00109982,-0.00263987,-0.00460058,-0.00677046,-0.00896621,-0.0110823,-0.0131025
-0.000263046,-0.00110359,-0.0026449,-0.00460649,-0.00677681,-0.00897247,-0.011088,-0.0131074
-0.000259112,-0.00109535,-0.00263497,-0.00459817,-0.00677296,-0.00897504,-0.0110978,-0.0131243
-0.000252267,-0.0010772,-0.00260571,-0.00455953,-0.00672718,-0.00892417,-0.0110432,-0.0130666
-0.000245969,-0.00105765,-0.00256933,-0.00450426,-0.00665197,-0.0088288,-0.0109282,-0.0129327
-0.00023609,-0.00102832,-0.00251636,-0.00442565,-0.00654672,-0.0086966,-0.0107693,-0.0127479
-0.000224243,-0.000992553,-0.00245178,-0.00433076,-0.00642156,-0.00854197,-0.0105864,-0.0125376
-0.000217424,-0.000969524,-0.00240746,-0.00426256,-0.00632813,-0.00842289,-0.010442,-0.0123688
-0.000218931,-0.000970796,-0.00240631,-0.00425713,-0.0063165,-0.0084035,-0.010414,-0.012332
-0.000230331,-0.0010022,-0.00246053,-0.00433486,-0.00641702,-0.00852551,-0.0105561,-0.0124931
-0.000241236,-0.00103905,-0.00253292,-0.00444837,-0.00657443,-0.00872747,-0.0108017,-0.0127807
-0.000231352,-0.0010236,-0.00252294,-0.00445375,-0.00660329,-0.00878519,-0.0108904,-0.0129001
-0.000206638,-0.000956807,-0.00241127,-0.00429901,-0.00641005,-0.0085587,-0.010635,-0.0126181
-0.00018845,-0.00089397,-0.00228576,-0.00409856,-0.0061272,-0.00819046,-0.0101822,-0.0120839
-0.000176215,-0.000848041,-0.0021897,-0.0039404,-0.00589789,-0.00788423,-0.00979723,-0.0116215
-0.000169903,-0.000824379,-0.00214229,-0.00386662,-0.00579632,-0.00775399,-0.00963805,-0.0114336
-0.000185221,-0.000864285,-0.00220955,-0.00396261,-0.005921,-0.0079066,-0.00981743,-0.0116385
-0.000231085,-0.000994437,-0.00243761,-0.00429217,-0.00635005,-0.00843078,-0.0104319,-0.0123393
-0.000294491,-0.00118436,-0.00278127,-0.0048002,-0.00702429,-0.00926807,-0.0114264,-0.0134848
-0.000351834,-0.00136743,-0.00312493,-0.00532167,-0.00773216,-0.0101645,-0.0125082,-0.0147461
-0.000396441,-0.00151125,-0.00339413,-0.00572827,-0.00828332,-0.0108634,-0.013354,-0.0157354
-0.00042877,-0.0016099,-0.00356909,-0.00597966,-0.00860983,-0.0112635,-0.0138262,-0.0162782
-0.000441613,-0.00164625,-0.00362685,-0.00605322,-0.00869451,-0.0113562,-0.0139254,-0.016384
-0.000425536,-0.00159854,-0.00353793,-0.00591827,-0.00851211,-0.0111269,-0.0136508,-0.0160661
-0.000373984,-0.00144963,-0.00327457,-0.00553666,-0.00801458,-0.0105183,-0.0129365,-0.0152506
-0.000288182,-0.00119943,-0.00283117,-0.00489266,-0.00717222,-0.0094842,-0.011719,-0.013857
-0.000177353,-0.000870667,-0.00224213,-0.00402917,-0.00603312,-0.00807515,-0.0100493,-0.011936
-4.37006e-05,-0.000474716,-0.0015341,-0.00299255,-0.0046662,-0.00638378,-0.00804352,-0.00962656
0.000103917,-3.66371e-05,-0.000752256,-0.00185088,-0.00316463,-0.00452997,-0.00584896,-0.00710277
0.00023403,0.000358741,-3.71964e-05,-0.000796707,-0.00176713,-0.00279336,-0.00378258,-0.00471716
0.000331539,0.000656609,0.000501295,-2.59891e-06,-0.000711738,-0.00147661,-0.00220889,-0.00289311
0.000396248,0.000848733,0.000836948,0.000477348,-8.94002e-05,-0.000714302,-0.00130943,-0.00185923
0.00042236,0.000920936,0.000949655,0.000620901,7.83121e-05,-0.000526291,-0.00110262,-0.0016334
0.000408489,0.000871792,0.000842535,0.000441302,-0.000179917,-0.000864261,-0.00151832,-0.0021235
0.000368727,0.000741042,0.000585382,3.9251e-05,-0.000733751,-0.00157011,-0.00237219,-0.00311978
0.000325827,0.000595469,0.000297706,-0.00041101,-0.00135584,-0.00236638,-0.00333974,-0.00425305
0.0002958,0.000488822,8.44916e-05,-0.000745758,-0.00182,-0.00296332,-0.00406877,-0.00511093
0.000292151,0.000464396,2.71772e-05,-0.000840898,-0.00195633,-0.00314326,-0.00429331,-0.00537987
0.000313608,0.000525128,0.000137328,-0.000674208,-0.00173059,-0.00285912,-0.00395326,-0.00498686
0.00034316,0.000622987,0.000330582,-0.000367851,-0.00130159,-0.00230416,-0.00327401,-0.00418766
0.000369571,0.00071491,0.000515633,-7.22866e-05,-0.000885161,-0.00176185,-0.0026057,-0.00339656
0.000388422,0.000778803,0.000640016,0.000120122,-0.000620937,-0.00142409,-0.00219456,-0.00291343
0.000396858,0.000804298,0.000683529,0.000179156,-0.000548916,-0.00134068,-0.0021004,-0.0028084
0.0003817,0.000761722,0.00060634,6.27136e-05,-0.000706568,-0.00153977,-0.00233998,-0.00308695
0.000327931,0.000610947,0.000343924,-0.000314092,-0.00119429,-0.00213291,-0.00303308,-0.00387583
0.000233703,0.000340508,-0.000131522,-0.00100128,-0.00208892,-0.00322627,-0.00431554,-0.00533954
9.954e-05,-5.0096e-05,-0.000823544,-0.00200837,-0.00340976,-0.00485238,-0.00623534,-0.00754199
-7.43969e-05,-0.000560222,-0.00172855,-0.00332555,-0.00513853,-0.00698321,-0.00875428,-0.0104352
-0.000283509,-0.00117642,-0.0028207,-0.00491154,-0.00721666,-0.00954176,-0.0117767,-0.0139053
-0.000521612,-0.00187837,-0.00406061,-0.00670614,-0.00956259,-0.0124255,-0.01518,-0.0178105
-0.000752646,-0.00256908,-0.00528897,-0.00849367,-0.0119107,-0.0153243,-0.0186129,-0.02176
-0.000917683,-0.00307256,-0.00619674,-0.00983628,-0.0137031,-0.0175696,-0.0213044,-0.0248854
-0.000978465,-0.00326012,-0.00653321,-0.0103408,-0.0143931,-0.0184575,-0.0223954,-0.0261781
-0.000902457,-0.00304049,-0.00613664,-0.0097585,-0.0136303,-0.0175255,-0.0213065,-0.0249425
-0.000663582,-0.00234502,-0.00489735,-0.00794352,-0.0112372,-0.014568,-0.0178061,-0.020922
-0.000266365,-0.0011836,-0.00283075,-0.00492248,-0.00725864,-0.00965345,-0.0119898,-0.0142391
0.000216346,0.000258542,-0.000232667,-0.00109436,-0.00218722,-0.00335869,-0.00451002,-0.00561547
0.000675594,0.00167064,0.00235696,0.00277032,0.00298646,0.00312016,0.00324517,0.00337865
0.00106951,0.00288448,0.00457675,0.00607269,0.0074006,0.00864795,0.00986879,0.0110718
0.0013935,0.00385632,0.00630394,0.00857839,0.010682,0.0126928,0.01466,0.0165929
0.00161988,0.0045132,0.00742666,0.0101523,0.012686,0.0151079,0.0174715,0.0197918
0.00172904,0.0048094,0.00788885,0.010749,0.013397,0.0159216,0.0183831,0.0208007
0.00172763,0.0047705,0.00774766,0.0104636,0.0129492,0.0153069,0.0176051,0.0198667
0.00163728,0.00446512,0.00713235,0.00948956,0.0115987,0.0135793,0.0155105,0.0174195
0.0014889,0.00398804,0.00621747,0.00808812,0.00969583,0.011178,0.012625,0.0140678
0.00132966,0.0034747,0.00524164,0.00660481,0.00769142,0.00865513,0.00959686,0.0105514
0.00116913,0.00297546,0.00432162,0.00523681,0.00586968,0.00638387,0.00688706,0.00741621
0.000971457,0.00240373,0.00332673,0.00382161,0.00405116,0.00418105,0.00431679,0.00449065
0.000729256,0.00171281,0.00213762,0.00214347,0.00191076,0.00160817,0.00133675,0.00112009
0.000440125,0.00087886,0.000684711,6.43551e-05,-0.000778385,-0.00166583,-0.00249566,-0.00324936
8.1239e-05,-0.000164484,-0.00114442,-0.00256994,-0.00420793,-0.00586721,-0.00744027,-0.00891111
-0.000366359,-0.00146984,-0.00343329,-0.00586515,-0.00849645,-0.0111198,-0.0136217,-0.0159898
-0.000919023,-0.0030622,-0.00620436,-0.00984472,-0.0136709,-0.0174557,-0.0210787,-0.024531
-0.00155163,-0.0048654,-0.00932133,-0.0143213,-0.0195046,-0.0246186,-0.0295318,-0.034236
-0.0021777,-0.00666641,-0.0124485,-0.0188314,-0.0254089,-0.0319012,-0.038161,-0.0441778
-0.00272002,-0.00824975,-0.0152212,-0.0228476,-0.030686,-0.038432,-0.0459225,-0.0531443
-0.00311653,-0.00942305,-0.0173002,-0.0258807,-0.0346902,-0.0434069,-0.0518552,-0.0600183
-0.00332548,-0.0100549,-0.0184359,-0.027552,-0.0369106,-0.04618,-0.0551779,-0.0638833
-0.00337187,-0.0101872,-0.0186449,-0.0278241,-0.0372404,-0.0465678,-0.0556272,-0.0643975
-0.00330023,-0.00993897,-0.018127,-0.026976,-0.0360319,-0.044991,-0.0536897,-0.0621144
-0.00311179,-0.00934849,-0.0170036,-0.0252515,-0.0336798,-0.0420105,-0.0500977,-0.0579358
-0.00280485,-0.00842768,-0.0153244,-0.0227618,-0.0303763,-0.0379139,-0.0452393,-0.0523474
-0.00241162,-0.00725595,-0.0132147,-0.0196657,-0.0262977,-0.0328813,-0.0392913,-0.0455194
-0.00195271,-0.00588846,-0.0107699,-0.0160974,-0.0216083,-0.0270971,-0.0324501,-0.0376587
-0.0014242,-0.00432884,-0.00801188,-0.012103,-0.0163863,-0.0206767,-0.024869,-0.0289528
-0.000823441,-0.00258654,-0.00497146,-0.00772987,-0.0106911,-0.0136894,-0.0166266,-0.0194887
-0.000176656,-0.00072214,-0.00172649,-0.00306352,-0.00461058,-0.00622373,-0.00781339,-0.00936221
0.000472896,0.00116798,0.00159736,0.00175291,0.00169871,0.00155109,0.00138805,0.00122964
0.00111353,0.00304947,0.0049283,0.00660119,0.00807121,0.00942506,0.0107267,0.0119979
0.00175737,0.0049388,0.00826157,0.0114347,0.0144051,0.0172342,0.0199737,0.0226473
0.00240702,0.00683263,0.0115757,0.0162073,0.0206255,0.0248718,0.0289904,0.0330088
0.00299877,0.00856793,0.0146141,0.0205873,0.0263456,0.0319122,0.0373224,0.0426058
0.00343134,0.00986548,0.0169029,0.02391,0.0307251,0.0373572,0.043828,0.05016
0.00366514,0.0105718,0.0181231,0.0256536,0.0330133,0.0402128,0.0472672,0.0541891
