Node_1001,Node_1002,Node_1003,Node_1004,Node_1005,Node_1006,Node_1007,Node_1008
-0.011698,-0.034105,-0.061140,-0.090882,-0.121939,-0.153398,-0.184560,-0.215191
-0.011702,-0.034114,-0.061155,-0.090904,-0.121967,-0.153432,-0.184599,-0.215235
-0.011707,-0.034131,-0.061186,-0.090950,-0.122029,-0.153510,-0.184692,-0.215342
-0.011719,-0.034164,-0.061244,-0.091034,-0.122139,-0.153645,-0.184851,-0.215525
-0.011738,-0.034220,-0.061343,-0.091175,-0.122321,-0.153866,-0.185109,-0.215819
-0.011760,-0.034288,-0.061465,-0.091355,-0.122558,-0.154159,-0.185456,-0.216218
-0.011779,-0.034348,-0.061578,-0.091524,-0.122787,-0.154448,-0.185805,-0.216625
-0.011789,-0.034385,-0.061649,-0.091634,-0.122938,-0.154641,-0.186040,-0.216901
-0.011794,-0.034401,-0.061678,-0.091674,-0.122989,-0.154703,-0.186114,-0.216986
-0.011799,-0.034410,-0.061687,-0.091679,-0.122986,-0.154689,-0.186089,-0.216951
-0.011805,-0.034424,-0.061704,-0.091694,-0.122994,-0.154689,-0.186079,-0.216930
-0.011810,-0.034438,-0.061726,-0.091724,-0.123033,-0.154735,-0.186130,-0.216988
-0.011808,-0.034433,-0.061724,-0.091729,-0.123047,-0.154760,-0.186169,-0.217038
-0.011800,-0.034414,-0.061693,-0.091688,-0.122998,-0.154707,-0.186112,-0.216979
-0.011793,-0.034390,-0.061647,-0.091618,-0.122903,-0.154586,-0.185965,-0.216808
-0.011780,-0.034352,-0.061577,-0.091512,-0.122761,-0.154407,-0.185750,-0.216558
-0.011765,-0.034303,-0.061487,-0.091381,-0.122586,-0.154191,-0.185494,-0.216262
-0.011754,-0.034267,-0.061419,-0.091275,-0.122443,-0.154009,-0.185274,-0.216005
-0.011754,-0.034260,-0.061400,-0.091243,-0.122395,-0.153943,-0.185189,-0.215902
-0.011765,-0.034288,-0.061448,-0.091311,-0.122482,-0.154048,-0.185310,-0.216039
-0.011775,-0.034324,-0.061521,-0.091426,-0.122644,-0.154257,-0.185566,-0.216339
-0.011761,-0.034300,-0.061500,-0.091421,-0.122663,-0.154307,-0.185650,-0.216457
-0.011730,-0.034219,-0.061364,-0.091232,-0.122427,-0.154031,-0.185339,-0.216113
-0.011709,-0.034144,-0.061214,-0.090993,-0.122090,-0.153592,-0.184799,-0.215476
-0.011696,-0.034090,-0.061099,-0.090804,-0.121817,-0.153227,-0.184339,-0.214922
-0.011689,-0.034061,-0.061040,-0.090712,-0.121691,-0.153066,-0.184143,-0.214692
-0.011707,-0.034107,-0.061116,-0.090821,-0.121832,-0.153239,-0.184348,-0.214925
-0.011760,-0.034260,-0.061386,-0.091211,-0.122339,-0.153859,-0.185074,-0.215754
-0.011836,-0.034489,-0.061801,-0.091823,-0.123150,-0.154866,-0.186270,-0.217133
-0.011906,-0.034717,-0.062229,-0.092470,-0.124025,-0.155972,-0.187603,-0.218687
-0.011964,-0.034907,-0.062584,-0.093003,-0.124745,-0.156881,-0.188702,-0.219970
-0.012011,-0.035051,-0.062841,-0.093374,-0.125228,-0.157473,-0.189400,-0.220774
-0.012037,-0.035128,-0.062970,-0.093549,-0.125443,-0.157725,-0.189686,-0.221092
-0.012029,-0.035106,-0.062927,-0.093480,-0.125347,-0.157601,-0.189535,-0.220915
-0.011978,-0.034959,-0.062668,-0.093106,-0.124860,-0.157007,-0.188839,-0.220122
-0.011883,-0.034681,-0.062176,-0.092391,-0.123926,-0.155862,-0.187491,-0.218579
-0.011754,-0.034293,-0.061478,-0.091370,-0.122582,-0.154199,-0.185521,-0.216312
-0.011590,-0.033801,-0.060597,-0.090084,-0.120888,-0.152106,-0.183040,-0.213454
-0.011401,-0.033234,-0.059582,-0.088605,-0.118946,-0.149711,-0.180205,-0.210193
-0.011224,-0.032690,-0.058600,-0.087161,-0.117037,-0.147342,-0.177388,-0.206941
-0.011077,-0.032239,-0.057786,-0.085965,-0.115452,-0.145370,-0.175035,-0.204215
-0.010963,-0.031897,-0.057182,-0.085096,-0.114321,-0.143980,-0.173392,-0.202326
-0.010892,-0.031689,-0.056829,-0.084608,-0.113704,-0.143241,-0.172536,-0.201354
-0.010870,-0.031632,-0.056749,-0.084519,-0.113614,-0.143153,-0.172449,-0.201268
-0.010885,-0.031691,-0.056884,-0.084747,-0.113945,-0.143587,-0.172986,-0.201903
-0.010913,-0.031796,-0.057108,-0.085113,-0.114464,-0.144263,-0.173817,-0.202885
-0.010936,-0.031887,-0.057303,-0.085431,-0.114915,-0.144853,-0.174546,-0.203749
-0.010938,-0.031914,-0.057372,-0.085551,-0.115092,-0.145090,-0.174844,-0.204108
-0.010919,-0.031866,-0.057291,-0.085431,-0.114932,-0.144891,-0.174607,-0.203836
-0.010897,-0.031790,-0.057140,-0.085190,-0.114589,-0.144442,-0.174053,-0.203180
-0.010881,-0.031730,-0.057013,-0.084980,-0.114285,-0.144038,-0.173546,-0.202572
-0.010875,-0.031704,-0.056958,-0.084890,-0.114156,-0.143868,-0.173334,-0.202318
-0.010880,-0.031719,-0.056987,-0.084939,-0.114229,-0.143965,-0.173456,-0.202463
-0.010909,-0.031804,-0.057142,-0.085169,-0.114536,-0.144349,-0.173916,-0.202996
-0.010982,-0.032010,-0.057500,-0.085681,-0.115198,-0.145153,-0.174855,-0.204065
-0.011101,-0.032354,-0.058101,-0.086545,-0.116316,-0.146516,-0.176451,-0.205887
-0.011266,-0.032838,-0.058958,-0.087784,-0.117935,-0.148503,-0.178794,-0.208572
-0.011480,-0.033472,-0.060079,-0.089407,-0.120058,-0.151114,-0.181877,-0.212112
