Nodo_1001,Nodo_1002,Nodo_1003,Nodo_1004,Nodo_1005,Nodo_1006,Nodo_1007,Nodo_1008
1.05341e-05,2.57542e-05,3.96075e-05,4.9424e-05,5.35759e-05,5.14507e-05,4.3325e-05,3.02727e-05
9.7417e-06,2.35262e-05,3.5703e-05,4.38034e-05,4.63262e-05,4.2713e-05,3.3242e-05,1.89553e-05
8.84905e-06,2.08433e-05,3.06964e-05,3.61675e-05,3.59532e-05,2.96442e-05,1.7612e-05,9.27325e-07
7.16212e-06,1.61609e-05,2.2479e-05,2.41954e-05,2.02235e-05,1.02811e-05,-5.19629e-06,-2.51313e-05
4.48698e-06,8.64793e-06,9.25141e-06,4.99238e-06,-4.81115e-06,-2.02401e-05,-4.08097e-05,-6.55018e-05
1.94429e-06,9.81475e-07,-5.03353e-06,-1.67136e-05,-3.41742e-05,-5.70979e-05,-8.4773e-05,-0.00011613
9.25516e-07,-2.78585e-06,-1.30687e-05,-3.01703e-05,-5.37732e-05,-8.31268e-05,-0.000117153,-0.000154566
1.9492e-06,-4.83407e-07,-9.93073e-06,-2.68286e-05,-5.08629e-05,-8.11423e-05,-0.000116376,-0.000155082
4.13903e-06,6.04554e-06,2.11606e-06,-8.68879e-06,-2.65398e-05,-5.08771e-05,-8.05887e-05,-0.000114219
5.87742e-06,1.20652e-05,1.4475e-05,1.14944e-05,2.32288e-06,-1.30776e-05,-3.40787e-05,-5.94902e-05
6.15455e-06,1.38201e-05,1.91195e-05,2.02794e-05,1.61773e-05,6.36263e-06,-8.94722e-06,-2.88507e-05
5.51287e-06,1.19733e-05,1.58599e-05,1.56216e-05,1.02903e-05,-5.11359e-07,-1.6565e-05,-3.70181e-05
5.43724e-06,1.0798e-05,1.23215e-05,8.64349e-06,-8.69744e-07,-1.61941e-05,-3.67376e-05,-6.14064e-05
5.62959e-06,1.08738e-05,1.16318e-05,6.46527e-06,-5.17961e-06,-2.30754e-05,-4.637e-05,-7.37494e-05
5.65926e-06,1.11366e-05,1.23834e-05,7.92341e-06,-2.88204e-06,-1.9908e-05,-4.23911e-05,-6.90662e-05
6.6525e-06,1.39499e-05,1.74488e-05,1.55224e-05,7.40723e-06,-6.88677e-06,-2.67057e-05,-5.08598e-05
8.03514e-06,1.81267e-05,2.52025e-05,2.72202e-05,2.30979e-05,1.26462e-05,-3.57129e-06,-2.43615e-05
8.13503e-06,1.90787e-05,2.78913e-05,3.23758e-05,3.12072e-05,2.39275e-05,1.08689e-05,-6.91267e-06
6.45302e-06,1.47856e-05,2.10238e-05,2.33271e-05,2.05178e-05,1.21015e-05,-1.73943e-06,-2.01285e-05
2.94788e-06,4.87449e-06,3.44494e-06,-2.37881e-06,-1.32105e-05,-2.9221e-05,-5.00996e-05,-7.50029e-05
5.01864e-07,-3.46711e-06,-1.34024e-05,-2.94561e-05,-5.13763e-05,-7.85973e-05,-0.000110276,-0.000145325
3.9924e-06,3.84277e-06,-4.30233e-06,-2.09427e-05,-4.55478e-05,-7.68651e-05,-0.000113246,-0.00015297
1.12493e-05,2.43957e-05,3.18924e-05,3.12761e-05,2.17939e-05,4.11945e-06,-2.01222e-05,-4.88708e-05
1.63454e-05,4.19718e-05,6.78537e-05,8.97972e-05,0.000105169,0.000112902,0.000113266,0.000107628
1.87683e-05,5.12265e-05,8.82287e-05,0.000124963,0.000157798,0.000184435,0.000203904,0.00021669
1.79468e-05,4.96786e-05,8.66383e-05,0.000124093,0.000158371,0.000187035,0.00020893,0.000224362
1.07506e-05,2.95805e-05,5.12408e-05,7.24665e-05,9.06051e-05,0.000103839,0.000111334,0.000113432
-2.83825e-06,-9.4977e-06,-1.90354e-05,-3.14746e-05,-4.70923e-05,-6.62496e-05,-8.91074e-05,-0.000115333
-1.75254e-05,-5.38111e-05,-0.000101756,-0.000157489,-0.000218059,-0.000281488,-0.00034651,-0.000412364
-2.65369e-05,-8.35719e-05,-0.000161079,-0.000252512,-0.000352198,-0.000455717,-0.000559909,-0.000663017
-2.83881e-05,-9.11795e-05,-0.000178415,-0.000283056,-0.000398578,-0.000519477,-0.000641496,-0.000762084
