Node_1001,Node_1002,Node_1003,Node_1004,Node_1005,Node_1006,Node_1007,Node_1008
-0.023576,-0.068197,-0.120357,-0.176337,-0.233974,-0.291985,-0.349446,-0.406015
-0.023575,-0.068193,-0.120347,-0.176320,-0.233949,-0.291952,-0.349404,-0.405965
-0.023575,-0.068191,-0.120342,-0.176312,-0.233938,-0.291939,-0.349388,-0.405946
-0.023580,-0.068203,-0.120361,-0.176337,-0.233969,-0.291974,-0.349428,-0.405991
-0.023594,-0.068241,-0.120424,-0.176426,-0.234081,-0.292107,-0.349581,-0.406162
-0.023612,-0.068296,-0.120523,-0.176569,-0.234268,-0.292338,-0.349853,-0.406474
-0.023629,-0.068350,-0.120623,-0.176720,-0.234472,-0.292595,-0.350163,-0.406836
-0.023639,-0.068386,-0.120693,-0.176828,-0.234621,-0.292787,-0.350397,-0.407112
-0.023646,-0.068408,-0.120732,-0.176883,-0.234692,-0.292874,-0.350501,-0.407232
-0.023655,-0.068429,-0.120763,-0.176919,-0.234729,-0.292911,-0.350535,-0.407264
-0.023668,-0.068461,-0.120811,-0.176980,-0.234798,-0.292984,-0.350611,-0.407343
-0.023680,-0.068497,-0.120872,-0.177066,-0.234909,-0.293119,-0.350769,-0.407522
-0.023685,-0.068514,-0.120909,-0.177127,-0.234998,-0.293238,-0.350919,-0.407701
-0.023683,-0.068514,-0.120911,-0.177136,-0.235015,-0.293266,-0.350959,-0.407755
-0.023681,-0.068504,-0.120892,-0.177104,-0.234970,-0.293207,-0.350886,-0.407668
-0.023671,-0.068473,-0.120835,-0.177019,-0.234856,-0.293062,-0.350712,-0.407464
-0.023655,-0.068424,-0.120745,-0.176887,-0.234682,-0.292848,-0.350457,-0.407172
-0.023642,-0.068381,-0.120664,-0.176764,-0.234515,-0.292637,-0.350204,-0.406877
-0.023637,-0.068362,-0.120625,-0.176702,-0.234427,-0.292521,-0.350060,-0.406705
-0.023644,-0.068379,-0.120651,-0.176736,-0.234469,-0.292569,-0.350112,-0.406761
-0.023651,-0.068403,-0.120702,-0.176818,-0.234586,-0.292721,-0.350300,-0.406982
-0.023631,-0.068362,-0.120650,-0.176769,-0.234548,-0.292704,-0.350305,-0.407011
-0.023592,-0.068254,-0.120470,-0.176520,-0.234237,-0.292337,-0.349890,-0.406550
-0.023561,-0.068153,-0.120273,-0.176214,-0.233815,-0.291795,-0.349229,-0.405774
-0.023539,-0.068072,-0.120113,-0.175961,-0.233458,-0.291327,-0.348647,-0.405080
-0.023524,-0.068020,-0.120014,-0.175812,-0.233257,-0.291075,-0.348344,-0.404726
-0.023538,-0.068052,-0.120065,-0.175883,-0.233349,-0.291188,-0.348476,-0.404877
-0.023593,-0.068209,-0.120339,-0.176276,-0.233857,-0.291804,-0.349196,-0.405696
-0.023676,-0.068462,-0.120794,-0.176942,-0.234734,-0.292887,-0.350478,-0.407170
-0.023759,-0.068728,-0.121290,-0.177686,-0.235733,-0.294144,-0.351987,-0.408925
-0.023835,-0.068969,-0.121734,-0.178348,-0.236621,-0.295259,-0.353328,-0.410487
-0.023904,-0.069176,-0.122099,-0.178871,-0.237301,-0.296092,-0.354310,-0.411615
-0.023953,-0.069319,-0.122341,-0.179209,-0.237725,-0.296598,-0.354894,-0.412274
-0.023966,-0.069355,-0.122401,-0.179288,-0.237822,-0.296711,-0.355023,-0.412419
-0.023927,-0.069248,-0.122214,-0.179020,-0.237478,-0.296296,-0.354542,-0.411876
-0.023835,-0.068980,-0.121744,-0.178344,-0.236602,-0.295230,-0.353294,-0.410453
-0.023696,-0.068567,-0.121009,-0.177277,-0.235206,-0.293512,-0.351267,-0.408126
-0.023511,-0.068013,-0.120022,-0.175844,-0.233328,-0.291201,-0.348534,-0.404985
-0.023288,-0.067339,-0.118821,-0.174101,-0.231050,-0.288398,-0.345223,-0.401181
-0.023064,-0.066650,-0.117580,-0.172289,-0.228665,-0.285448,-0.341723,-0.397145
-0.022856,-0.066018,-0.116453,-0.170649,-0.226506,-0.282774,-0.338542,-0.393469
-0.022671,-0.065473,-0.115505,-0.169295,-0.224749,-0.280621,-0.336002,-0.390550
-0.022527,-0.065060,-0.114805,-0.168318,-0.223503,-0.279116,-0.334244,-0.388547
-0.022436,-0.064811,-0.114403,-0.167773,-0.222824,-0.278309,-0.333314,-0.387495
-0.022393,-0.064709,-0.114262,-0.167609,-0.222648,-0.278125,-0.333123,-0.387296
-0.022375,-0.064689,-0.114272,-0.167669,-0.222772,-0.278318,-0.333388,-0.387631
-0.022367,-0.064696,-0.114324,-0.167783,-0.222959,-0.278586,-0.333739,-0.388062
-0.022351,-0.064674,-0.114315,-0.167795,-0.222999,-0.278658,-0.333845,-0.388202
-0.022324,-0.064608,-0.114210,-0.167649,-0.222812,-0.278432,-0.333581,-0.387902
-0.022303,-0.064542,-0.114085,-0.167455,-0.222540,-0.278079,-0.333146,-0.387388
-0.022298,-0.064518,-0.114030,-0.167358,-0.222392,-0.277872,-0.332878,-0.387059
-0.022310,-0.064549,-0.114083,-0.167431,-0.222482,-0.277976,-0.332993,-0.387183
-0.022337,-0.064634,-0.114243,-0.167673,-0.222808,-0.278388,-0.333489,-0.387761
-0.022394,-0.064803,-0.114542,-0.168110,-0.223386,-0.279103,-0.334338,-0.388741
-0.022500,-0.065104,-0.115063,-0.168848,-0.224334,-0.280252,-0.335679,-0.390266
-0.022657,-0.065557,-0.115847,-0.169963,-0.225767,-0.281989,-0.337707,-0.392574
-0.022865,-0.066167,-0.116913,-0.171489,-0.227744,-0.284402,-0.340539,-0.395812
-0.023127,-0.066941,-0.118275,-0.173447,-0.230289,-0.287518,-0.344205,-0.400012
-0.023443,-0.067879,-0.119927,-0.175828,-0.233387,-0.291313,-0.348675,-0.405137
-0.023815,-0.068972,-0.121848,-0.178594,-0.236989,-0.295727,-0.353878,-0.411105
-0.024202,-0.070109,-0.123847,-0.181486,-0.240772,-0.300386,-0.359388,-0.417442
-0.024519,-0.071049,-0.125512,-0.183920,-0.243991,-0.304389,-0.364162,-0.422968
-0.024698,-0.071589,-0.126472,-0.185330,-0.245871,-0.306750,-0.367004,-0.426283
-0.024696,-0.071597,-0.126478,-0.185329,-0.245870,-0.306760,-0.367034,-0.426340
-0.024482,-0.070969,-0.125345,-0.183652,-0.243646,-0.304004,-0.363767,-0.422583
-0.024031,-0.069644,-0.122979,-0.180192,-0.239094,-0.298387,-0.357124,-0.414952
