Nodo_1001,Nodo_1002,Nodo_1003,Nodo_1004,Nodo_1005,Nodo_1006,Nodo_1007,Nodo_1008
0.000154394,0.000275931,0.000183077,-7.7457e-05,-0.000445171,-0.000865292,-0.0012917,-0.0016945
0.000149722,0.000262553,0.000159741,-0.000110936,-0.000488482,-0.00091793,-0.00135315,-0.00176437
0.000144947,0.000248463,0.000134526,-0.000148034,-0.000537651,-0.000978993,-0.00142571,-0.00184798
0.00013754,0.000227872,9.9281e-05,-0.000198139,-0.000602325,-0.00105776,-0.00151804,-0.00195341
0.000126228,0.000196339,4.5359e-05,-0.00027442,-0.000699969,-0.00117548,-0.00165466,-0.00210808
0.000114109,0.000160872,-1.76055e-05,-0.000366389,-0.00082101,-0.00132482,-0.00183113,-0.00231054
0.000105657,0.000134179,-6.75053e-05,-0.000442456,-0.000924962,-0.00145727,-0.00199173,-0.0024984
0.000103105,0.000124743,-8.65071e-05,-0.000473101,-0.000968976,-0.00151581,-0.00206522,-0.00258664
0.000104736,0.000130019,-7.58395e-05,-0.000456049,-0.000945304,-0.00148579,-0.00202936,-0.00254548
0.000106606,0.000138722,-5.54425e-05,-0.000420338,-0.000891891,-0.00141351,-0.00193817,-0.00243605
0.000106266,0.000141188,-4.6142e-05,-0.000400919,-0.000859809,-0.00136714,-0.00187692,-0.00236017
0.000105432,0.000139269,-4.89756e-05,-0.000404567,-0.000863994,-0.00137144,-0.00188096,-0.00236367
0.000108228,0.000144499,-4.39414e-05,-0.000402582,-0.000867436,-0.00138183,-0.00189884,-0.00238886
0.000112714,0.000155914,-2.62933e-05,-0.000380292,-0.000842346,-0.00135555,-0.00187241,-0.00236263
0.000116476,0.000167522,-4.61885e-06,-0.000347103,-0.000796845,-0.00129756,-0.00180222,-0.0022808
0.000122941,0.000186385,2.92791e-05,-0.000296712,-0.000729178,-0.00121234,-0.00169964,-0.00216139
0.000130803,0.000209858,7.16081e-05,-0.000234344,-0.000646731,-0.00111037,-0.00157896,-0.00202276
0.000134584,0.000222957,9.74058e-05,-0.000193759,-0.000590136,-0.0010373,-0.0014896,-0.00191763
0.000131878,0.000217121,8.94214e-05,-0.000202509,-0.000598063,-0.00104304,-0.00149233,-0.00191709
0.000121631,0.000188362,3.91691e-05,-0.000275059,-0.000692395,-0.00115802,-0.00162671,-0.00206981
0.000112187,0.000156859,-2.23309e-05,-0.000371252,-0.000825615,-0.00132878,-0.00183412,-0.00231239
0.000119774,0.000169,-1.39238e-05,-0.000374416,-0.000846868,-0.00137242,-0.00190188,-0.00240397
0.000139691,0.000223702,7.89475e-05,-0.000244307,-0.000682975,-0.00117896,-0.00168243,-0.00216073
0.000154826,0.000275858,0.000183482,-7.68388e-05,-0.000446282,-0.000870692,-0.00130354,-0.00171402
0.000165278,0.000313981,0.000262498,5.30632e-05,-0.000258007,-0.000619434,-0.000987991,-0.00133546
0.000170391,0.000332315,0.000298567,0.000108999,-0.000180921,-0.000520405,-0.000866756,-0.00119217
0.000157453,0.000297721,0.000239136,2.33775e-05,-0.000292679,-0.000657513,-0.00102805,-0.0013764
0.000119995,0.000190893,5.09014e-05,-0.00024981,-0.000649502,-0.00109439,-0.00154078,-0.0019614
6.87527e-05,3.79328e-05,-0.000226033,-0.000660084,-0.00119505,-0.0017727,-0.00234687,-0.00288993
2.26553e-05,-0.000106624,-0.000495701,-0.00106927,-0.00175101,-0.00247715,-0.0031971,-0.00388098
-1.23546e-05,-0.000214792,-0.000694751,-0.00136932,-0.00215832,-0.00299453,-0.00382406,-0.0046148
-3.56976e-05,-0.000280625,-0.000806512,-0.00152743,-0.00236247,-0.00324421,-0.0041186,-0.00495352
-4.1057e-05,-0.000291506,-0.000816773,-0.0015321,-0.00235815,-0.00322901,-0.00409215,-0.00491651
-2.1527e-05,-0.000233038,-0.000708526,-0.00136892,-0.00213845,-0.00295341,-0.00376254,-0.0045352
2.65878e-05,-9.54902e-05,-0.000466327,-0.0010175,-0.00167889,-0.00238953,-0.00309912,-0.00377652
0.000100675,0.000117215,-9.2187e-05,-0.000474833,-0.00096895,-0.00151776,-0.0020726,-0.00260176
0.000191111,0.000381446,0.000378101,0.000213682,-6.08566e-05,-0.00039479,-0.000742625,-0.00107292
