Nodo_1001,Nodo_1002,Nodo_1003,Nodo_1004,Nodo_1005,Nodo_1006,Nodo_1007,Nodo_1008
-0.0509505,-0.149171,-0.264179,-0.386756,-0.512451,-0.638846,-0.764294,-0.888117
-0.0509516,-0.149172,-0.264177,-0.386751,-0.512441,-0.63883,-0.764273,-0.888091
-0.0509522,-0.149172,-0.264176,-0.386749,-0.512437,-0.638825,-0.764267,-0.888082
-0.0509578,-0.149185,-0.264197,-0.386776,-0.51247,-0.638863,-0.764309,-0.88813
-0.0509721,-0.149224,-0.264262,-0.386866,-0.512582,-0.638996,-0.764462,-0.8883
-0.0509908,-0.14928,-0.264361,-0.387009,-0.51277,-0.639227,-0.764733,-0.888612
-0.0510065,-0.149332,-0.264459,-0.387158,-0.512972,-0.639483,-0.765042,-0.888973
-0.0510155,-0.149365,-0.264525,-0.387261,-0.513114,-0.639666,-0.765268,-0.889239
-0.0510207,-0.149383,-0.264557,-0.387307,-0.513174,-0.63974,-0.765355,-0.889341
-0.0510283,-0.149401,-0.264582,-0.387334,-0.5132,-0.639761,-0.765372,-0.889352
-0.0510408,-0.149432,-0.264627,-0.38739,-0.513261,-0.639826,-0.765436,-0.889416
-0.0510532,-0.149467,-0.264688,-0.387476,-0.513372,-0.63996,-0.765593,-0.889595
-0.051057,-0.149484,-0.264724,-0.387537,-0.513462,-0.640081,-0.765746,-0.889779
-0.0510552,-0.149482,-0.264726,-0.387546,-0.51348,-0.640111,-0.765789,-0.889836
-0.0510523,-0.149472,-0.264707,-0.387514,-0.513435,-0.640052,-0.765716,-0.889749
-0.0510421,-0.149441,-0.26465,-0.387428,-0.513319,-0.639905,-0.765539,-0.889542
-0.0510262,-0.149391,-0.264558,-0.387293,-0.513141,-0.639685,-0.765278,-0.889242
-0.0510139,-0.149348,-0.264475,-0.387168,-0.51297,-0.63947,-0.765019,-0.88894
-0.0510104,-0.149331,-0.264438,-0.387106,-0.512883,-0.639354,-0.764874,-0.888767
-0.0510188,-0.149351,-0.264469,-0.387147,-0.512933,-0.639411,-0.764937,-0.888835
-0.0510259,-0.149378,-0.264524,-0.387238,-0.51306,-0.639577,-0.765142,-0.889076
-0.0510042,-0.149334,-0.26447,-0.387186,-0.513023,-0.639562,-0.765152,-0.889112
-0.0509625,-0.149219,-0.264279,-0.386921,-0.512692,-0.639173,-0.764711,-0.888623
-0.0509309,-0.149112,-0.264069,-0.386596,-0.512242,-0.638595,-0.764006,-0.887794
-0.0509086,-0.149028,-0.2639,-0.386326,-0.51186,-0.638093,-0.763382,-0.88705
